abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle,age,sex,race,hispanic,degree,partyid,relig,relactiv,rincom06,z.age,female,white,black,otherrace,collegeed,protestant,catholic,atheist,z.partyid,z.relactiv,z.rincom06,prochoice,se_prochoice
0,1,0,1,0,1,0,62,1,1,0,1,3,1,1,NA,0.372945275,0,1,0,0,0,1,0,0,0.088879513,-0.205288197,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,58,1,1,0,3,0,1,0,18,0.258081083,0,1,0,0,1,1,0,0,-0.690672303,-0.419133599,0.236704519,0.962057214,0.573059215
1,1,1,1,1,1,1,25,1,1,0,1,3,4,0,NA,-0.689548506,0,1,0,0,0,0,0,1,0.088879513,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,23,2,2,0,1,0,11,0,13,-0.746980602,1,0,1,0,0,0,0,0,-0.690672303,-0.419133599,-0.176051357,0.962057214,0.573059215
0,1,0,1,0,0,0,20,1,3,1,0,3,2,0,NA,-0.833128746,0,0,0,1,0,0,1,0,0.088879513,-0.419133599,NA,-0.689739486,0.316600417
1,1,1,1,1,1,1,19,2,2,0,2,NA,4,0,15,-0.861844794,1,0,1,0,0,0,0,1,NA,-0.419133599,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,73,2,1,0,3,0,4,1,NA,0.688821805,1,1,0,0,1,0,0,1,-0.690672303,-0.205288197,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,44,2,1,0,1,2,2,2,15,-0.143943591,1,1,0,0,0,0,1,0,-0.170971092,0.008557205,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,54,1,1,0,2,2,4,0,21,0.14321689,0,1,0,0,0,0,0,1,-0.170971092,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,68,1,1,0,4,NA,2,0,25,0.545241564,0,1,0,0,1,0,1,0,NA,-0.419133599,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,67,2,1,0,3,4,3,0,16,0.516525516,1,1,0,0,1,0,0,0,0.348730119,-0.419133599,0.071602168,0.962057214,0.573059215
0,1,1,1,1,1,1,61,2,3,0,4,1,4,0,21,0.344229227,1,0,0,1,1,0,0,1,-0.430821698,-0.419133599,0.484358045,0.250984039,0.173132724
0,1,0,1,0,0,0,39,2,3,0,2,1,4,0,13,-0.287523832,1,0,0,1,0,0,0,1,-0.430821698,-0.419133599,-0.176051357,-0.689739486,0.316600417
1,1,1,1,1,1,1,39,2,1,0,3,0,4,3,NA,-0.287523832,1,1,0,0,1,0,0,1,-0.690672303,0.222402607,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,35,2,1,0,4,0,4,0,NA,-0.402388024,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,0,1,0,52,1,1,0,1,4,1,0,2,0.085784794,0,1,0,0,0,1,0,0,0.348730119,-0.419133599,-1.084114286,0.008152161,0.127769447
0,1,0,1,0,1,0,28,2,1,0,2,2,13,0,5,-0.603400361,1,1,0,0,0,0,0,0,-0.170971092,-0.419133599,-0.83646076,-0.438298029,0.256542133
1,1,1,1,1,1,1,50,1,1,0,0,3,4,2,NA,0.028352698,0,1,0,0,0,0,0,1,0.088879513,0.008557205,NA,0.962057214,0.573059215
1,0,1,1,1,1,1,89,1,1,0,3,1,4,1,NA,1.148278575,0,1,0,0,1,0,0,1,-0.430821698,-0.205288197,NA,0.4255311,0.265629365
1,1,1,1,1,1,1,62,2,1,0,0,2,1,5,NA,0.372945275,1,1,0,0,0,1,0,0,-0.170971092,0.650093411,NA,0.962057214,0.573059215
1,1,1,1,0,1,0,59,2,2,0,1,0,1,5,NA,0.286797131,1,0,1,0,0,1,0,0,-0.690672303,0.650093411,NA,0.008152161,0.127769447
1,1,1,1,1,1,1,29,2,1,0,3,2,4,0,13,-0.574684313,1,1,0,0,1,0,0,1,-0.170971092,-0.419133599,-0.176051357,0.962057214,0.573059215
1,1,1,1,1,1,1,60,2,1,0,4,0,4,0,17,0.315513179,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,29,2,1,0,4,0,4,0,15,-0.574684313,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,-0.010949007,0.962057214,0.573059215
0,0,0,0,0,0,0,54,2,3,1,0,3,2,5,NA,0.14321689,1,0,0,1,0,0,1,0,0.088879513,0.650093411,NA,-1.716551686,0.515365984
1,1,1,1,1,1,1,53,1,1,0,1,3,1,2,17,0.114500842,0,1,0,0,0,1,0,0,0.088879513,0.008557205,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,52,1,1,0,4,4,1,3,20,0.085784794,0,1,0,0,1,1,0,0,0.348730119,0.222402607,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,42,1,1,0,3,6,2,0,23,-0.201375687,0,1,0,0,1,0,1,0,0.868431329,-0.419133599,0.649460396,0.962057214,0.573059215
0,0,0,0,0,0,0,38,2,3,1,0,3,4,8,NA,-0.31623988,1,0,0,1,0,0,0,1,0.088879513,1.291629616,NA,-1.716551686,0.515365984
1,1,1,1,1,1,1,31,1,1,0,1,NA,4,0,18,-0.517252217,0,1,0,0,0,0,0,1,NA,-0.419133599,0.236704519,0.962057214,0.573059215
0,1,1,1,0,1,0,56,2,2,0,1,3,11,5,19,0.200648986,1,0,1,0,0,0,0,0,0.088879513,0.650093411,0.319255694,-0.132540911,0.157111797
0,0,0,0,0,0,0,34,1,1,0,4,3,1,4,18,-0.431104072,0,1,0,0,1,1,0,0,0.088879513,0.436248009,0.236704519,-1.716551686,0.515365984
1,1,1,1,1,1,1,58,2,1,1,0,3,4,0,11,0.258081083,1,1,0,0,0,0,0,1,0.088879513,-0.419133599,-0.341153708,0.962057214,0.573059215
0,1,0,1,0,1,0,23,2,1,0,1,2,11,0,4,-0.746980602,1,1,0,0,0,0,0,0,-0.170971092,-0.419133599,-0.919011935,-0.438298029,0.256542133
0,1,0,1,0,1,0,68,1,1,1,0,0,4,0,NA,0.545241564,0,1,0,0,0,0,0,1,-0.690672303,-0.419133599,NA,-0.438298029,0.256542133
0,1,1,1,0,1,1,71,2,1,0,0,1,2,0,NA,0.631389708,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,NA,0.070614948,0.130746381
1,1,0,1,0,1,1,71,2,1,0,0,3,11,3,NA,0.631389708,1,1,0,0,0,0,0,0,0.088879513,0.222402607,NA,0.066098061,0.130265451
0,0,0,0,0,0,0,30,2,1,0,3,6,1,7,20,-0.545968265,1,1,0,0,1,1,0,0,0.868431329,1.077784214,0.40180687,-1.716551686,0.515365984
1,1,1,1,1,1,1,28,2,1,0,1,5,11,3,18,-0.603400361,1,1,0,0,0,0,0,0,0.608580724,0.222402607,0.236704519,0.962057214,0.573059215
0,1,0,1,0,1,0,60,1,1,0,4,5,1,7,22,0.315513179,0,1,0,0,1,1,0,0,0.608580724,1.077784214,0.56690922,-0.438298029,0.256542133
1,1,1,1,1,1,1,37,1,1,0,1,5,1,0,15,-0.344955928,0,1,0,0,0,1,0,0,0.608580724,-0.419133599,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,19,1,1,0,1,NA,1,0,NA,-0.861844794,0,1,0,0,0,1,0,0,NA,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,43,2,2,0,3,1,1,0,19,-0.172659639,1,0,1,0,1,1,0,0,-0.430821698,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,26,2,1,0,1,3,4,0,13,-0.660832458,1,1,0,0,0,0,0,1,0.088879513,-0.419133599,-0.176051357,0.962057214,0.573059215
0,1,0,1,0,1,0,34,1,2,0,1,3,1,0,17,-0.431104072,0,0,1,0,0,1,0,0,0.088879513,-0.419133599,0.154153344,-0.438298029,0.256542133
1,1,1,1,1,1,1,38,2,1,0,3,1,1,4,NA,-0.31623988,1,1,0,0,1,1,0,0,-0.430821698,0.436248009,NA,0.962057214,0.573059215
0,1,1,1,0,1,0,59,2,1,0,1,6,4,0,17,0.286797131,1,1,0,0,0,0,0,1,0.868431329,-0.419133599,0.154153344,-0.132540911,0.157111797
0,0,0,0,1,1,0,28,1,3,1,1,3,4,0,NA,-0.603400361,0,0,0,1,0,0,0,1,0.088879513,-0.419133599,NA,-0.336677135,0.224356793
1,1,1,1,1,1,1,32,2,3,0,1,3,4,0,18,-0.488536169,1,0,0,1,0,0,0,1,0.088879513,-0.419133599,0.236704519,0.962057214,0.573059215
0,0,0,1,0,0,0,65,2,3,0,1,1,1,3,13,0.45909342,1,0,0,1,0,1,0,0,-0.430821698,0.222402607,-0.176051357,-1.102688074,0.377283687
1,1,1,1,0,0,0,27,1,3,1,0,1,4,0,NA,-0.632116409,0,0,0,1,0,0,0,1,-0.430821698,-0.419133599,NA,-0.043400268,0.133917584
1,1,1,1,1,1,1,51,2,3,1,3,0,2,7,NA,0.057068746,1,0,0,1,1,0,1,0,-0.690672303,1.077784214,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,44,2,3,0,0,3,2,3,3,-0.143943591,1,0,0,1,0,0,1,0,0.088879513,0.222402607,-1.001563111,0.962057214,0.573059215
0,0,0,0,0,0,0,44,1,3,1,1,1,2,1,5,-0.143943591,0,0,0,1,0,0,1,0,-0.430821698,-0.205288197,-0.83646076,-1.716551686,0.515365984
1,1,0,1,0,0,0,22,1,2,0,0,3,9,0,1,-0.77569665,0,0,1,0,0,0,0,0,0.088879513,-0.419133599,-1.166665461,-0.230152674,0.188342014
0,1,0,1,0,0,0,53,1,1,0,3,6,1,0,22,0.114500842,0,1,0,0,1,1,0,0,0.868431329,-0.419133599,0.56690922,-0.689739486,0.316600417
1,1,1,1,1,1,1,60,1,1,0,1,4,1,0,14,0.315513179,0,1,0,0,0,1,0,0,0.348730119,-0.419133599,-0.093500182,0.962057214,0.573059215
0,1,1,1,0,1,0,54,2,3,0,0,6,6,2,NA,0.14321689,1,0,0,1,0,0,0,0,0.868431329,0.008557205,NA,-0.132540911,0.157111797
0,0,0,1,0,0,0,38,2,1,1,3,0,2,3,NA,-0.31623988,1,1,0,0,1,0,1,0,-0.690672303,0.222402607,NA,-1.102688074,0.377283687
1,1,1,1,1,1,1,59,1,1,0,1,0,1,2,NA,0.286797131,0,1,0,0,0,1,0,0,-0.690672303,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,0,1,1,37,1,1,0,1,5,1,1,17,-0.344955928,0,1,0,0,0,1,0,0,0.608580724,-0.205288197,0.154153344,0.219128625,0.161146865
1,1,0,1,1,1,0,32,1,1,0,3,3,4,0,20,-0.488536169,0,1,0,0,1,0,0,1,0.088879513,-0.419133599,0.40180687,0.022468689,0.127572276
1,1,1,1,1,1,1,63,1,1,0,1,1,11,2,NA,0.401661323,0,1,0,0,0,0,0,0,-0.430821698,0.008557205,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,27,2,1,1,0,3,2,0,NA,-0.632116409,1,1,0,0,0,0,1,0,0.088879513,-0.419133599,NA,-0.438298029,0.256542133
0,0,0,0,0,0,0,62,2,1,1,1,3,2,4,NA,0.372945275,1,1,0,0,0,0,1,0,0.088879513,0.436248009,NA,-1.716551686,0.515365984
1,1,1,1,1,1,1,22,2,1,1,1,1,4,0,NA,-0.77569665,1,1,0,0,0,0,0,1,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,24,1,1,1,1,1,2,1,10,-0.718264554,0,1,0,0,0,0,1,0,-0.430821698,-0.205288197,-0.423704883,-1.102688074,0.377283687
1,1,1,1,1,1,1,51,2,1,1,3,3,2,2,NA,0.057068746,1,1,0,0,1,0,1,0,0.088879513,0.008557205,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,41,1,1,0,2,4,4,0,22,-0.230091736,0,1,0,0,0,0,0,1,0.348730119,-0.419133599,0.56690922,-0.438298029,0.256542133
0,1,0,1,0,1,0,71,2,1,0,4,1,1,1,NA,0.631389708,1,1,0,0,1,1,0,0,-0.430821698,-0.205288197,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,40,1,1,0,4,1,3,0,22,-0.258807784,0,1,0,0,1,0,0,0,-0.430821698,-0.419133599,0.56690922,0.962057214,0.573059215
0,0,0,1,0,1,0,44,2,1,0,1,5,1,7,NA,-0.143943591,1,1,0,0,0,1,0,0,0.608580724,1.077784214,NA,-0.729203642,0.323631624
1,1,1,1,1,1,1,53,1,1,0,3,0,2,7,20,0.114500842,0,1,0,0,1,0,1,0,-0.690672303,1.077784214,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,60,1,1,0,3,5,1,3,19,0.315513179,0,1,0,0,1,1,0,0,0.608580724,0.222402607,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,29,2,1,0,1,6,1,4,18,-0.574684313,1,1,0,0,0,1,0,0,0.868431329,0.436248009,0.236704519,0.962057214,0.573059215
1,1,1,1,1,1,1,30,1,1,0,2,0,4,1,14,-0.545968265,0,1,0,0,0,0,0,1,-0.690672303,-0.205288197,-0.093500182,0.962057214,0.573059215
1,1,1,1,1,1,1,40,1,3,1,1,3,2,0,11,-0.258807784,0,0,0,1,0,0,1,0,0.088879513,-0.419133599,-0.341153708,0.962057214,0.573059215
1,1,1,1,1,1,1,29,1,1,0,3,2,4,2,19,-0.574684313,0,1,0,0,1,0,0,1,-0.170971092,0.008557205,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,70,2,1,0,3,2,1,0,NA,0.60267366,1,1,0,0,1,1,0,0,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,27,2,1,0,0,2,5,0,NA,-0.632116409,1,1,0,0,0,0,0,0,-0.170971092,-0.419133599,NA,-0.438298029,0.256542133
0,1,0,1,0,1,0,78,2,1,0,3,5,1,7,NA,0.832402045,1,1,0,0,1,1,0,0,0.608580724,1.077784214,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,48,2,1,1,4,5,2,2,14,-0.029079399,1,1,0,0,1,0,1,0,0.608580724,0.008557205,-0.093500182,0.962057214,0.573059215
0,1,1,1,1,1,1,64,1,1,0,3,4,4,0,7,0.430377371,0,1,0,0,1,0,0,1,0.348730119,-0.419133599,-0.671358409,0.250984039,0.173132724
1,1,1,1,1,1,1,49,2,1,0,3,5,1,3,25,-0.000363351,1,1,0,0,1,1,0,0,0.608580724,0.222402607,0.814562746,0.962057214,0.573059215
1,1,1,1,0,1,0,62,2,1,0,1,2,1,0,16,0.372945275,1,1,0,0,0,1,0,0,-0.170971092,-0.419133599,0.071602168,0.008152161,0.127769447
1,1,1,1,1,1,1,18,1,1,1,1,4,4,5,NA,-0.890560843,0,1,0,0,0,0,0,1,0.348730119,0.650093411,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,77,1,1,0,3,3,4,0,NA,0.803685997,0,1,0,0,1,0,0,1,0.088879513,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,62,1,1,0,1,4,2,0,25,0.372945275,0,1,0,0,0,0,1,0,0.348730119,-0.419133599,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,56,2,1,1,2,2,4,0,15,0.200648986,1,1,0,0,0,0,0,1,-0.170971092,-0.419133599,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,50,2,1,0,1,2,6,2,20,0.028352698,1,1,0,0,0,0,0,0,-0.170971092,0.008557205,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,23,2,1,0,3,2,1,4,3,-0.746980602,1,1,0,0,1,1,0,0,-0.170971092,0.436248009,-1.001563111,0.962057214,0.573059215
0,1,0,1,0,1,0,66,2,1,0,3,NA,1,0,22,0.487809468,1,1,0,0,1,1,0,0,NA,-0.419133599,0.56690922,-0.438298029,0.256542133
1,1,1,1,1,1,1,67,1,1,0,4,NA,3,0,NA,0.516525516,0,1,0,0,1,0,0,0,NA,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,49,1,1,0,1,6,1,0,22,-0.000363351,0,1,0,0,0,1,0,0,0.868431329,-0.419133599,0.56690922,-0.438298029,0.256542133
0,0,0,1,0,1,0,85,1,1,0,0,0,1,3,NA,1.033414382,0,1,0,0,0,1,0,0,-0.690672303,0.222402607,NA,-0.729203642,0.323631624
1,1,1,1,0,0,0,63,1,1,0,0,2,1,0,19,0.401661323,0,1,0,0,0,1,0,0,-0.170971092,-0.419133599,0.319255694,-0.043400268,0.133917584
0,0,0,0,0,0,0,39,2,1,0,3,6,1,0,5,-0.287523832,1,1,0,0,1,1,0,0,0.868431329,-0.419133599,-0.83646076,-1.716551686,0.515365984
1,1,1,1,0,0,0,89,2,1,0,1,5,1,0,NA,1.148278575,1,1,0,0,0,1,0,0,0.608580724,-0.419133599,NA,-0.043400268,0.133917584
1,1,1,1,1,1,1,72,1,1,0,2,4,4,2,NA,0.660105756,0,1,0,0,0,0,0,1,0.348730119,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,42,1,1,0,1,2,4,0,19,-0.201375687,0,1,0,0,0,0,0,1,-0.170971092,-0.419133599,0.319255694,0.962057214,0.573059215
0,1,0,1,0,1,1,84,2,1,0,1,0,10,3,NA,1.004698334,1,1,0,0,0,0,0,0,-0.690672303,0.222402607,NA,-0.057374135,0.136837285
0,1,0,1,0,1,0,75,2,1,0,1,4,2,5,4,0.746253901,1,1,0,0,0,0,1,0,0.348730119,0.650093411,-0.919011935,-0.438298029,0.256542133
1,0,0,1,0,0,0,75,1,2,0,0,1,2,0,NA,0.746253901,0,0,1,0,0,0,1,0,-0.430821698,-0.419133599,NA,-0.385736192,0.240358976
0,0,0,1,0,1,0,35,1,1,0,1,NA,4,0,19,-0.402388024,0,1,0,0,0,0,0,1,NA,-0.419133599,0.319255694,-0.729203642,0.323631624
1,1,1,1,1,1,1,23,2,2,0,1,1,1,0,13,-0.746980602,1,0,1,0,0,1,0,0,-0.430821698,-0.419133599,-0.176051357,0.962057214,0.573059215
1,1,1,1,1,1,1,21,1,1,0,1,4,10,0,5,-0.804412698,0,1,0,0,0,0,0,0,0.348730119,-0.419133599,-0.83646076,0.962057214,0.573059215
1,1,1,1,1,1,1,29,1,2,0,1,0,1,0,15,-0.574684313,0,0,1,0,0,1,0,0,-0.690672303,-0.419133599,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,33,2,1,0,3,3,4,0,13,-0.459820121,1,1,0,0,1,0,0,1,0.088879513,-0.419133599,-0.176051357,0.962057214,0.573059215
1,1,1,1,1,1,0,72,2,1,0,0,3,1,1,NA,0.660105756,1,1,0,0,0,1,0,0,0.088879513,-0.205288197,NA,0.158220972,0.144443559
1,0,1,1,0,1,0,36,1,1,0,1,1,4,0,14,-0.373671976,0,1,0,0,0,0,0,1,-0.430821698,-0.419133599,-0.093500182,-0.050377342,0.135323515
0,1,0,1,0,1,0,29,2,1,0,1,4,2,3,NA,-0.574684313,1,1,0,0,0,0,1,0,0.348730119,0.222402607,NA,-0.438298029,0.256542133
0,0,0,1,0,0,0,53,1,3,0,0,4,1,0,15,0.114500842,0,0,0,1,0,1,0,0,0.348730119,-0.419133599,-0.010949007,-1.102688074,0.377283687
1,1,0,1,0,1,0,51,2,2,0,1,0,1,7,19,0.057068746,1,0,1,0,0,1,0,0,-0.690672303,1.077784214,0.319255694,-0.139170572,0.159109936
1,1,1,1,1,1,1,66,2,2,0,4,0,1,5,25,0.487809468,1,0,1,0,1,1,0,0,-0.690672303,0.650093411,0.814562746,0.962057214,0.573059215
0,1,0,1,0,1,0,50,2,1,0,1,3,1,0,18,0.028352698,1,1,0,0,0,1,0,0,0.088879513,-0.419133599,0.236704519,-0.438298029,0.256542133
0,1,1,1,1,1,0,73,1,1,0,1,0,1,0,NA,0.688821805,0,1,0,0,0,1,0,0,-0.690672303,-0.419133599,NA,0.026786788,0.127635481
1,1,1,1,1,1,1,41,1,1,0,1,0,4,0,17,-0.230091736,0,1,0,0,0,0,0,1,-0.690672303,-0.419133599,0.154153344,0.962057214,0.573059215
0,1,0,1,0,0,0,59,2,1,0,1,0,1,3,NA,0.286797131,1,1,0,0,0,1,0,0,-0.690672303,0.222402607,NA,-0.689739486,0.316600417
0,1,0,1,0,0,0,34,2,3,1,0,1,2,2,NA,-0.431104072,1,0,0,1,0,0,1,0,-0.430821698,0.008557205,NA,-0.689739486,0.316600417
0,0,0,1,0,1,0,47,1,1,0,4,3,1,0,20,-0.057795447,0,1,0,0,1,1,0,0,0.088879513,-0.419133599,0.40180687,-0.729203642,0.323631624
0,1,0,1,0,0,0,67,2,1,0,1,5,11,3,NA,0.516525516,1,1,0,0,0,0,0,0,0.608580724,0.222402607,NA,-0.689739486,0.316600417
0,0,0,0,0,0,0,58,2,1,0,1,NA,11,5,17,0.258081083,1,1,0,0,0,0,0,0,NA,0.650093411,0.154153344,-1.716551686,0.515365984
0,0,0,0,0,0,0,63,2,1,0,1,NA,1,4,NA,0.401661323,1,1,0,0,0,1,0,0,NA,0.436248009,NA,-1.716551686,0.515365984
0,1,0,1,0,1,0,57,2,1,0,1,0,1,0,9,0.229365034,1,1,0,0,0,1,0,0,-0.690672303,-0.419133599,-0.506256059,-0.438298029,0.256542133
0,0,0,1,0,0,0,66,2,1,0,1,1,2,0,10,0.487809468,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,-0.423704883,-1.102688074,0.377283687
0,0,0,1,0,0,0,26,1,2,0,1,3,1,2,3,-0.660832458,0,0,1,0,0,1,0,0,0.088879513,0.008557205,-1.001563111,-1.102688074,0.377283687
1,1,1,1,1,1,1,67,1,1,0,4,6,1,0,NA,0.516525516,0,1,0,0,1,1,0,0,0.868431329,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,78,2,1,0,3,2,3,0,NA,0.832402045,1,1,0,0,1,0,0,0,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,77,1,1,0,4,4,2,0,NA,0.803685997,0,1,0,0,1,0,1,0,0.348730119,-0.419133599,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,62,1,3,1,4,0,NA,0,22,0.372945275,0,0,0,1,1,NA,NA,NA,-0.690672303,-0.419133599,0.56690922,0.962057214,0.573059215
0,1,0,1,0,0,0,83,2,1,0,4,4,1,3,NA,0.975982286,1,1,0,0,1,1,0,0,0.348730119,0.222402607,NA,-0.689739486,0.316600417
0,1,0,1,0,1,0,41,2,1,0,3,4,2,4,22,-0.230091736,1,1,0,0,1,0,1,0,0.348730119,0.436248009,0.56690922,-0.438298029,0.256542133
0,1,0,1,0,1,0,44,1,1,1,4,2,2,0,24,-0.143943591,0,1,0,0,1,0,1,0,-0.170971092,-0.419133599,0.732011571,-0.438298029,0.256542133
1,1,1,1,1,1,1,26,1,1,0,1,2,4,0,NA,-0.660832458,0,1,0,0,0,0,0,1,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
1,1,0,1,0,0,0,72,2,2,0,3,0,1,5,NA,0.660105756,1,0,1,0,1,1,0,0,-0.690672303,0.650093411,NA,-0.230152674,0.188342014
0,1,0,1,0,0,0,68,1,2,0,0,0,1,3,NA,0.545241564,0,0,1,0,0,1,0,0,-0.690672303,0.222402607,NA,-0.689739486,0.316600417
0,1,0,1,0,1,0,59,1,3,1,0,3,2,0,9,0.286797131,0,0,0,1,0,0,1,0,0.088879513,-0.419133599,-0.506256059,-0.438298029,0.256542133
1,1,1,1,1,1,1,77,2,2,0,1,0,1,0,NA,0.803685997,1,0,1,0,0,1,0,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,59,2,2,0,1,0,2,2,10,0.286797131,1,0,1,0,0,0,1,0,-0.690672303,0.008557205,-0.423704883,-0.438298029,0.256542133
1,1,1,1,1,1,1,47,2,2,0,1,NA,1,2,NA,-0.057795447,1,0,1,0,0,1,0,0,NA,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,42,2,1,0,2,2,1,5,19,-0.201375687,1,1,0,0,0,1,0,0,-0.170971092,0.650093411,0.319255694,0.962057214,0.573059215
0,1,0,1,0,1,0,75,1,1,0,4,6,1,2,NA,0.746253901,0,1,0,0,1,1,0,0,0.868431329,0.008557205,NA,-0.438298029,0.256542133
0,1,0,1,0,0,0,34,2,3,1,0,3,2,0,NA,-0.431104072,1,0,0,1,0,0,1,0,0.088879513,-0.419133599,NA,-0.689739486,0.316600417
1,1,1,1,1,1,1,25,2,1,0,2,0,4,0,15,-0.689548506,1,1,0,0,0,0,0,1,-0.690672303,-0.419133599,-0.010949007,0.962057214,0.573059215
0,1,0,1,0,1,0,78,2,2,1,1,0,2,0,NA,0.832402045,1,0,1,0,0,0,1,0,-0.690672303,-0.419133599,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,73,2,1,0,3,0,1,8,NA,0.688821805,1,1,0,0,1,1,0,0,-0.690672303,1.291629616,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,31,1,1,0,1,3,4,0,NA,-0.517252217,0,1,0,0,0,0,0,1,0.088879513,-0.419133599,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,58,1,1,0,1,6,1,0,NA,0.258081083,0,1,0,0,0,1,0,0,0.868431329,-0.419133599,NA,-1.102688074,0.377283687
1,1,1,1,1,1,1,62,1,1,0,1,3,1,1,15,0.372945275,0,1,0,0,0,1,0,0,0.088879513,-0.205288197,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,59,2,2,0,2,0,1,7,18,0.286797131,1,0,1,0,0,1,0,0,-0.690672303,1.077784214,0.236704519,0.962057214,0.573059215
1,1,1,1,1,1,1,21,1,2,0,1,2,1,0,NA,-0.804412698,0,0,1,0,0,1,0,0,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
0,1,1,0,0,0,1,42,2,1,1,2,1,1,1,16,-0.201375687,1,1,0,0,0,1,0,0,-0.430821698,-0.205288197,0.071602168,-0.034472327,0.132288549
0,0,0,0,0,0,0,42,2,1,1,3,3,4,7,NA,-0.201375687,1,1,0,0,1,0,0,1,0.088879513,1.077784214,NA,-1.716551686,0.515365984
0,0,0,1,0,0,0,65,1,1,0,1,2,1,4,NA,0.45909342,0,1,0,0,0,1,0,0,-0.170971092,0.436248009,NA,-1.102688074,0.377283687
1,1,1,1,1,1,1,36,1,3,0,2,3,2,2,20,-0.373671976,0,0,0,1,0,0,1,0,0.088879513,0.008557205,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,0,64,1,1,1,3,0,2,0,NA,0.430377371,0,1,0,0,1,0,1,0,-0.690672303,-0.419133599,NA,0.158220972,0.144443559
0,1,0,1,0,1,0,33,2,1,0,1,5,1,3,13,-0.459820121,1,1,0,0,0,1,0,0,0.608580724,0.222402607,-0.176051357,-0.438298029,0.256542133
0,1,0,1,0,1,0,30,2,1,0,3,4,4,0,18,-0.545968265,1,1,0,0,1,0,0,1,0.348730119,-0.419133599,0.236704519,-0.438298029,0.256542133
1,1,1,1,1,1,1,89,2,1,0,4,2,2,0,NA,1.148278575,1,1,0,0,1,0,1,0,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,60,1,1,0,3,6,4,0,23,0.315513179,0,1,0,0,1,0,0,1,0.868431329,-0.419133599,0.649460396,-0.438298029,0.256542133
1,1,1,1,1,1,1,52,1,1,0,1,4,4,0,9,0.085784794,0,1,0,0,0,0,0,1,0.348730119,-0.419133599,-0.506256059,0.962057214,0.573059215
0,1,0,1,0,1,0,21,2,3,1,1,3,2,1,3,-0.804412698,1,0,0,1,0,0,1,0,0.088879513,-0.205288197,-1.001563111,-0.438298029,0.256542133
